mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,lat,lon,depth,quake_id
1.66,"9 km SSE of Ridgely, Tennessee",1715872025430,1716578692430,,https://earthquake.usgs.gov/earthquakes/eventpage/nm60582076,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nm60582076.geojson,,,,,reviewed,0,42,nm,60582076,",nm60582076,",",nm,",",origin,phase-data,",13.0,0.04163,0.04,53.0,md,earthquake,"M 1.7 - 9 km SSE of Ridgely, Tennessee",36.1906666666667,-89.4368333333333,7.87,nm60582076
1.6,"49 km WNW of Anchor Point, Alaska",1715871915565,1715872144191,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246atl5hm,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0246atl5hm.geojson,,,,,automatic,0,39,ak,0246atl5hm,",ak0246atl5hm,",",ak,",",origin,phase-data,",,,0.52,,ml,earthquake,"M 1.6 - 49 km WNW of Anchor Point, Alaska",59.9379,-152.6456,93.2,ak0246atl5hm
1.0,"31 km N of Pleasant Valley, Alaska",1715871907323,1715872005732,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246atl4vg,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0246atl4vg.geojson,,,,,automatic,0,15,ak,0246atl4vg,",ak0246atl4vg,",",ak,",",origin,phase-data,",,,0.79,,ml,earthquake,"M 1.0 - 31 km N of Pleasant Valley, Alaska",65.1565,-146.9864,0.8,ak0246atl4vg
1.14,"13 km N of Borrego Springs, CA",1715871683050,1716332482980,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40587127,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40587127.geojson,,,,,reviewed,0,20,ci,40587127,",ci40587127,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",64.0,0.05093,0.21,24.0,ml,earthquake,"M 1.1 - 13 km N of Borrego Springs, CA",33.3741667,-116.3896667,10.37,ci40587127
1.1,"32 km SE of Mina, Nevada",1715871558370,1715876421250,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00877712,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00877712.geojson,,,,,reviewed,0,19,nn,00877712,",nn00877712,",",nn,",",origin,phase-data,",7.0,0.125,0.1654,99.33999999999997,ml,earthquake,"M 1.1 - 32 km SE of Mina, Nevada",38.1972,-117.8258,4.5,nn00877712
2.25,"7 km SSE of Pinnacles, CA",1715870774350,1716489954760,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75007631,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75007631.geojson,,,,,reviewed,0,78,nc,75007631,",nc75007631,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,",62.0,0.1017,0.17,57.0,md,earthquake,"M 2.3 - 7 km SSE of Pinnacles, CA",36.486,-121.0925,9.47,nc75007631
1.27,"16 km W of Searles Valley, CA",1715870338060,1716327762966,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40587103,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40587103.geojson,,,,,reviewed,0,25,ci,40587103,",ci40587103,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",29.0,0.1503,0.16,125.0,ml,earthquake,"M 1.3 - 16 km W of Searles Valley, CA",35.7626667,-117.5871667,9.13,ci40587103
2.12,"0 km N of Lluveras, Puerto Rico",1715869631160,1715871141380,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71449053,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr71449053.geojson,,,,,reviewed,0,69,pr,71449053,",pr71449053,",",pr,",",origin,phase-data,",3.0,0.07329,0.12,262.0,md,earthquake,"M 2.1 - 0 km N of Lluveras, Puerto Rico",18.0448333333333,-66.904,3.43,pr71449053
0.68,"14 km N of Borrego Springs, CA",1715869602550,1715890648338,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40587087,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40587087.geojson,,,,,reviewed,0,7,ci,40587087,",ci40587087,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.05526,0.21,64.0,ml,earthquake,"M 0.7 - 14 km N of Borrego Springs, CA",33.3798333,-116.386,8.85,ci40587087
0.15,"8 km NW of The Geysers, CA",1715869526840,1716487563576,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75007626,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75007626.geojson,,,,,reviewed,0,0,nc,75007626,",nc75007626,",",nc,",",nearby-cities,origin,phase-data,",18.0,0.006722,0.03,68.0,md,earthquake,"M 0.2 - 8 km NW of The Geysers, CA",38.8148333333333,-122.833166666667,1.29,nc75007626
2.58,"13 km N of Borrego Springs, CA",1715869143730,1716302171610,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40587079,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40587079.geojson,,,,,reviewed,0,102,ci,40587079,",ci40587079,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",98.0,0.05293,0.2,25.0,ml,earthquake,"M 2.6 - 13 km N of Borrego Springs, CA",33.3741667,-116.3955,9.97,ci40587079
0.36,"3 km WNW of Cobb, CA",1715868263700,1716485513614,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75007611,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75007611.geojson,,,,,reviewed,0,2,nc,75007611,",nc75007611,",",nc,",",nearby-cities,origin,phase-data,",16.0,0.01195,0.02,166.0,md,earthquake,"M 0.4 - 3 km WNW of Cobb, CA",38.8236666666667,-122.757333333333,2.03,nc75007611
0.81,"8 km NNW of The Geysers, CA",1715867233970,1715867328984,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75007606,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75007606.geojson,,,,,automatic,0,10,nc,75007606,",nc75007606,",",nc,",",nearby-cities,origin,phase-data,",18.0,0.01037,0.01,51.0,md,earthquake,"M 0.8 - 8 km NNW of The Geysers, CA",38.8308334350586,-122.8193359375,1.62000000476837,nc75007606
0.92,"13 km WNW of Anza, CA",1715866849170,1715868333300,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40587055,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40587055.geojson,,,,,reviewed,0,13,ci,40587055,",ci40587055,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",38.0,0.04011,0.15,34.0,ml,earthquake,"M 0.9 - 13 km WNW of Anza, CA",33.5776667,-116.8081667,8.41,ci40587055
1.59,"72 km WSW of Nikolski, Alaska",1715866754270,1715927629390,,https://earthquake.usgs.gov/earthquakes/eventpage/av93128271,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/av93128271.geojson,,,,,reviewed,0,39,av,93128271,",av93128271,",",av,",",origin,phase-data,",6.0,0.1254,0.12,270.0,ml,earthquake,"M 1.6 - 72 km WSW of Nikolski, Alaska",52.6785,-169.847,1.52,av93128271
4.7,southeast of Easter Island,1715866557319,1716498108040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000myy3,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000myy3.geojson,,,,,reviewed,0,340,us,6000myy3,",us6000myy3,",",us,",",origin,phase-data,",27.0,21.479,0.87,242.0,mb,earthquake,M 4.7 - southeast of Easter Island,-36.2618,-99.2854,10.0,us6000myy3
3.84,"5 km SSW of Pāhala, Hawaii",1715865942320,1716650053609,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74232822,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74232822.geojson,35.0,3.3,3.893,,reviewed,0,238,hv,74232822,",hv74232822,us6000myy1,",",hv,us,",",dyfi,origin,phase-data,shakemap,",63.0,0.04186,0.13,118.0,ml,earthquake,"M 3.8 - 5 km SSW of Pāhala, Hawaii",19.1576666666667,-155.506333333333,33.35,hv74232822
2.24,"10 km W of Graysville, Tennessee",1715865697300,1715954154650,,https://earthquake.usgs.gov/earthquakes/eventpage/se60501968,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/se60501968.geojson,,,,,reviewed,0,77,se,60501968,",se60501968,",",se,",",origin,phase-data,",13.0,0.09304,0.12,88.0,md,earthquake,"M 2.2 - 10 km W of Graysville, Tennessee",35.4588333333333,-85.199,21.79,se60501968
4.4,"16 km WSW of Ambunti, Papua New Guinea",1715865615186,1716649735040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000myy2,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000myy2.geojson,,,,,reviewed,0,298,us,6000myy2,",us6000myy2,",",us,",",origin,phase-data,",36.0,2.657,0.91,60.0,mb,earthquake,"M 4.4 - 16 km WSW of Ambunti, Papua New Guinea",-4.2924,142.6914,111.363,us6000myy2
0.02,"8 km S of Idyllwild, CA",1715864692430,1716325431648,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40587031,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40587031.geojson,,,,,reviewed,0,0,ci,40587031,",ci40587031,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.049,0.12,103.0,ml,earthquake,"M 0.0 - 8 km S of Idyllwild, CA",33.6653333,-116.7353333,14.0,ci40587031
0.96,"2 km ESE of San Ramon, CA",1715864585300,1716485000431,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75007576,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75007576.geojson,,,,,reviewed,0,14,nc,75007576,",nc75007576,",",nc,",",nearby-cities,origin,phase-data,",11.0,0.01964,0.05,119.0,md,earthquake,"M 1.0 - 2 km ESE of San Ramon, CA",37.7758333333333,-121.951666666667,9.62,nc75007576
0.97,"9 km WNW of Cobb, CA",1715863809700,1715863908036,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75007571,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75007571.geojson,,,,,automatic,0,14,nc,75007571,",nc75007571,",",nc,",",nearby-cities,origin,phase-data,",19.0,0.01149,0.03,72.0,md,earthquake,"M 1.0 - 9 km WNW of Cobb, CA",38.8431663513184,-122.824165344238,1.62999999523163,nc75007571
0.85,"5 km SW of Palomar Observatory, CA",1715863383230,1715890293945,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40587023,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40587023.geojson,,,,,reviewed,0,11,ci,40587023,",ci40587023,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",34.0,0.1289,0.17,64.0,ml,earthquake,"M 0.9 - 5 km SW of Palomar Observatory, CA",33.322,-116.9001667,17.84,ci40587023
0.86,"8 km NW of The Geysers, CA",1715863278630,1715863373076,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75007566,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75007566.geojson,,,,,automatic,0,11,nc,75007566,",nc75007566,",",nc,",",nearby-cities,origin,phase-data,",7.0,0.01275,0.01,113.0,md,earthquake,"M 0.9 - 8 km NW of The Geysers, CA",38.8288345336914,-122.824836730957,2.1800000667572,nc75007566
1.09,"3 km W of Cobb, CA",1715863052950,1715863148235,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75007561,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75007561.geojson,,,,,automatic,0,18,nc,75007561,",nc75007561,",",nc,",",nearby-cities,origin,phase-data,",15.0,0.01084,0.02,125.0,md,earthquake,"M 1.1 - 3 km W of Cobb, CA",38.821834564209,-122.761497497559,2.1800000667572,nc75007561
1.4,"7 km NE of San Juan Bautista, CA",1715862697780,1715862794069,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75007556,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75007556.geojson,,,,,automatic,0,30,nc,75007556,",nc75007556,",",nc,",",nearby-cities,origin,phase-data,",11.0,0.0803,0.12,83.0,md,earthquake,"M 1.4 - 7 km NE of San Juan Bautista, CA",36.9048347473145,-121.503997802734,4.86999988555908,nc75007556
1.04,"32 km SE of Bodfish, CA",1715862325330,1715889895843,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40587015,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40587015.geojson,,,,,reviewed,0,17,ci,40587015,",ci40587015,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.1556,0.17,57.0,ml,earthquake,"M 1.0 - 32 km SE of Bodfish, CA",35.3961667,-118.223,5.91,ci40587015
1.3,"62 km SE of Denali National Park, Alaska",1715861925586,1715862159660,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246arvp8j,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0246arvp8j.geojson,,,,,automatic,0,26,ak,0246arvp8j,",ak0246arvp8j,",",ak,",",origin,phase-data,",,,2.89,,ml,earthquake,"M 1.3 - 62 km SE of Denali National Park, Alaska",63.1336,-150.8684,108.2,ak0246arvp8j
2.27999997,"5 km S of Pāhala, Hawaii",1715861713820,1715866610345,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74232752,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74232752.geojson,0.0,1.0,,,automatic,0,80,hv,74232752,",hv74232752,",",hv,",",dyfi,origin,phase-data,",42.0,0.01547,0.150000006,144.0,md,earthquake,"M 2.3 - 5 km S of Pāhala, Hawaii",19.1533336639404,-155.478332519531,32.3800010681152,hv74232752
1.4,"69 km SE of Pedro Bay, Alaska",1715861506883,1715861666312,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246aru7eo,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0246aru7eo.geojson,,,,,automatic,0,30,ak,0246aru7eo,",ak0246aru7eo,",",ak,",",origin,phase-data,",,,0.4,,ml,earthquake,"M 1.4 - 69 km SE of Pedro Bay, Alaska",59.3696,-153.1864,83.7,ak0246aru7eo
1.7,"38 km S of Port Graham, Alaska",1715861032221,1715861170387,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246arsi3a,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0246arsi3a.geojson,,,,,automatic,0,44,ak,0246arsi3a,",ak0246arsi3a,",",ak,",",origin,phase-data,",,,0.44,,ml,earthquake,"M 1.7 - 38 km S of Port Graham, Alaska",59.0142,-151.9313,54.7,ak0246arsi3a
1.6,"25 km ESE of Denali National Park, Alaska",1715860531599,1715861173018,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246ari64c,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0246ari64c.geojson,,,,,automatic,0,39,ak,0246ari64c,",ak0246ari64c,",",ak,",",origin,phase-data,",,,0.59,,ml,earthquake,"M 1.6 - 25 km ESE of Denali National Park, Alaska",63.4579,-151.2433,8.7,ak0246ari64c
1.69,"2 km SW of Lake Pillsbury, CA",1715859633180,1716477101623,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75007541,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75007541.geojson,,,,,reviewed,0,44,nc,75007541,",nc75007541,",",nc,",",nearby-cities,origin,phase-data,",24.0,0.125,0.1,80.0,md,earthquake,"M 1.7 - 2 km SW of Lake Pillsbury, CA",39.3955,-122.969166666667,8.44,nc75007541
2.09,"3 km NE of Yauco, Puerto Rico",1715859275790,1715860332980,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71449043,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr71449043.geojson,,,,,reviewed,0,67,pr,71449043,",pr71449043,",",pr,",",origin,phase-data,",6.0,0.1001,0.21,128.0,md,earthquake,"M 2.1 - 3 km NE of Yauco, Puerto Rico",18.0618333333333,-66.826,13.16,pr71449043
1.1,"60 km WNW of Beluga, Alaska",1715859143669,1715925579070,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246ard79c,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0246ard79c.geojson,,,,,automatic,0,19,ak,0246ard79c,",av93128176,ak0246ard79c,",",av,ak,",",origin,phase-data,",,,0.31,,ml,earthquake,"M 1.1 - 60 km WNW of Beluga, Alaska",61.2861,-152.1617,24.2,ak0246ard79c
0.33,"13 km WNW of Anza, CA",1715859062860,1715869328790,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40587007,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40587007.geojson,,,,,reviewed,0,2,ci,40587007,",ci40587007,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.03754,0.11,66.0,ml,earthquake,"M 0.3 - 13 km WNW of Anza, CA",33.5828333,-116.8071667,7.67,ci40587007
1.03,"2 km ESE of Berkeley, CA",1715858426180,1716475594298,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75007531,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75007531.geojson,,,,,reviewed,0,16,nc,75007531,",nc75007531,",",nc,",",nearby-cities,origin,phase-data,",25.0,0.006283,0.04,63.0,md,earthquake,"M 1.0 - 2 km ESE of Berkeley, CA",37.8656666666667,-122.252166666667,7.1,nc75007531
0.81,"7 km WNW of Cobb, CA",1715858275270,1715858373444,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75007526,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75007526.geojson,,,,,automatic,0,10,nc,75007526,",nc75007526,",",nc,",",nearby-cities,origin,phase-data,",11.0,0.01793,0.07,92.0,md,earthquake,"M 0.8 - 7 km WNW of Cobb, CA",38.8398323059082,-122.800834655762,1.45000004768372,nc75007526
1.09,"2 km  of The Geysers, CA",1715858072300,1715858168318,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75007521,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75007521.geojson,,,,,automatic,0,18,nc,75007521,",nc75007521,",",nc,",",nearby-cities,origin,phase-data,",14.0,0.005282,0.02,64.0,md,earthquake,"M 1.1 - 2 km  of The Geysers, CA",38.7963333129883,-122.763664245605,1.21000003814697,nc75007521
1.1,"2 km NW of Cobb, CA",1715857420650,1715857518459,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75007516,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75007516.geojson,,,,,automatic,0,19,nc,75007516,",nc75007516,",",nc,",",nearby-cities,origin,phase-data,",10.0,0.02018,0.03,185.0,md,earthquake,"M 1.1 - 2 km NW of Cobb, CA",38.835334777832,-122.744834899902,0.730000019073486,nc75007516
1.2,"43 km ENE of Susitna North, Alaska",1715857283922,1715857387589,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246ar6kvc,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0246ar6kvc.geojson,,,,,automatic,0,22,ak,0246ar6kvc,",ak0246ar6kvc,",",ak,",",origin,phase-data,",,,0.32,,ml,earthquake,"M 1.2 - 43 km ENE of Susitna North, Alaska",62.354,-149.129,6.1,ak0246ar6kvc
1.57,"3 km S of Bluffdale, Utah",1715857134550,1715865408860,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80069686,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uu80069686.geojson,,,,,reviewed,0,38,uu,80069686,",uu80069686,",",uu,",",origin,phase-data,",39.0,0.01434,0.21,57.0,ml,earthquake,"M 1.6 - 3 km S of Bluffdale, Utah",40.4565,-111.934833333333,8.27,uu80069686
0.43,"6 km NE of Anza, CA",1715856962750,1715889378210,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40586991,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40586991.geojson,,,,,reviewed,0,3,ci,40586991,",ci40586991,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.03224,0.09,99.0,ml,earthquake,"M 0.4 - 6 km NE of Anza, CA",33.5983333,-116.6383333,13.53,ci40586991
0.97,"6 km S of Brawley, CA",1715856889780,1715889103182,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40586983,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40586983.geojson,,,,,reviewed,0,14,ci,40586983,",ci40586983,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.03183,0.25,95.0,ml,earthquake,"M 1.0 - 6 km S of Brawley, CA",32.927,-115.538,4.55,ci40586983
1.05,"3 km WSW of Fairview, Utah",1715856365600,1715889051050,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80069681,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uu80069681.geojson,,,,,reviewed,0,17,uu,80069681,",uu80069681,",",uu,",",origin,phase-data,",9.0,0.2138,0.18,100.0,md,earthquake,"M 1.1 - 3 km WSW of Fairview, Utah",39.62,-111.4795,9.81,uu80069681
0.76,"10 km NW of The Geysers, CA",1715856291580,1715856388084,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75007506,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75007506.geojson,,,,,automatic,0,9,nc,75007506,",nc75007506,",",nc,",",nearby-cities,origin,phase-data,",18.0,0.006415,0.02,91.0,md,earthquake,"M 0.8 - 10 km NW of The Geysers, CA",38.8426666259766,-122.841835021973,1.78999996185303,nc75007506
0.76,"7 km NNW of The Geysers, CA",1715855757430,1715855853090,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75007501,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75007501.geojson,,,,,automatic,0,9,nc,75007501,",nc75007501,",",nc,",",nearby-cities,origin,phase-data,",15.0,0.002197,0.02,60.0,md,earthquake,"M 0.8 - 7 km NNW of The Geysers, CA",38.8216667175293,-122.808334350586,2.79999995231628,nc75007501
4.4,"174 km SSE of Alo, Wallis and Futuna",1715855318869,1715857357040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000myxm,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000myxm.geojson,,,,,reviewed,0,298,us,6000myxm,",us6000myxm,",",us,",",origin,phase-data,",57.0,1.578,1.03,68.0,mb,earthquake,"M 4.4 - 174 km SSE of Alo, Wallis and Futuna",-15.7673,-177.4786,420.758,us6000myxm
0.82,"3 km SSE of Bluffdale, Utah",1715855265770,1715865668870,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80069676,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uu80069676.geojson,,,,,reviewed,0,10,uu,80069676,",uu80069676,",",uu,",",origin,phase-data,",16.0,0.02673,0.16,93.0,md,earthquake,"M 0.8 - 3 km SSE of Bluffdale, Utah",40.4641666666667,-111.920666666667,4.96,uu80069676
0.76,"8 km NNW of The Geysers, CA",1715854909840,1715855009131,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75007491,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75007491.geojson,,,,,automatic,0,9,nc,75007491,",nc75007491,",",nc,",",nearby-cities,origin,phase-data,",15.0,0.01119,0.01,65.0,md,earthquake,"M 0.8 - 8 km NNW of The Geysers, CA",38.8318328857422,-122.81950378418,1.75999999046326,nc75007491
0.77,"3 km S of Bluffdale, Utah",1715854828380,1715887172240,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80069671,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uu80069671.geojson,,,,,reviewed,0,9,uu,80069671,",uu80069671,",",uu,",",origin,phase-data,",31.0,0.01692,0.25,57.0,md,earthquake,"M 0.8 - 3 km S of Bluffdale, Utah",40.4553333333333,-111.931333333333,8.1,uu80069671
4.6,"204 km SW of Longyearbyen, Svalbard and Jan Mayen",1715854253273,1715855851040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000myxl,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000myxl.geojson,,,,,reviewed,0,326,us,6000myxl,",us6000myxl,",",us,",",origin,phase-data,",38.0,1.886,1.22,90.0,mb,earthquake,"M 4.6 - 204 km SW of Longyearbyen, Svalbard and Jan Mayen",77.1714,8.6159,10.0,us6000myxl
2.0,"14 km SSW of Weston, Colorado",1715854041183,1715855317040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000myxi,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000myxi.geojson,,,,,reviewed,0,62,us,6000myxi,",us6000myxi,",",us,",",origin,phase-data,",13.0,0.157,0.43,84.0,ml,earthquake,"M 2.0 - 14 km SSW of Weston, Colorado",37.0133,-104.9253,6.037,us6000myxi
0.89,"3 km SSE of Bluffdale, Utah",1715854005580,1715884116010,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80069666,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uu80069666.geojson,,,,,reviewed,0,12,uu,80069666,",uu80069666,",",uu,",",origin,phase-data,",20.0,0.01859,0.22,109.0,md,earthquake,"M 0.9 - 3 km SSE of Bluffdale, Utah",40.4558333333333,-111.929166666667,7.72,uu80069666
1.16,"15 km S of Tres Pinos, CA",1715853819250,1716474960738,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75007486,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75007486.geojson,,,,,reviewed,0,21,nc,75007486,",nc75007486,",",nc,",",nearby-cities,origin,phase-data,",24.0,0.04322,0.11,97.0,md,earthquake,"M 1.2 - 15 km S of Tres Pinos, CA",36.6541666666667,-121.315666666667,0.62,nc75007486
1.07,"7 km NW of The Geysers, CA",1715852753300,1715852848731,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75007481,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75007481.geojson,,,,,automatic,0,18,nc,75007481,",nc75007481,",",nc,",",nearby-cities,origin,phase-data,",16.0,0.01029,0.01,72.0,md,earthquake,"M 1.1 - 7 km NW of The Geysers, CA",38.8165016174316,-122.820335388184,2.64000010490417,nc75007481
0.84,"6 km NW of The Geysers, CA",1715852680300,1715852777692,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75007476,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75007476.geojson,,,,,automatic,0,11,nc,75007476,",nc75007476,",",nc,",",nearby-cities,origin,phase-data,",8.0,0.0132,0.02,103.0,md,earthquake,"M 0.8 - 6 km NW of The Geysers, CA",38.810001373291,-122.811996459961,0.280000001192093,nc75007476
2.08,"4 km SW of Pāhala, Hawaii",1715852489760,1715852647450,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74232597,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74232597.geojson,,,,,automatic,0,67,hv,74232597,",hv74232597,",",hv,",",origin,phase-data,",51.0,0.0429,0.140000001,115.0,ml,earthquake,"M 2.1 - 4 km SW of Pāhala, Hawaii",19.1669998168945,-155.505828857422,32.2000007629395,hv74232597
1.5,"28 km W of Nikiski, Alaska",1715852298656,1715852477807,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246aq7mqx,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0246aq7mqx.geojson,,,,,automatic,0,35,ak,0246aq7mqx,",ak0246aq7mqx,",",ak,",",origin,phase-data,",,,0.6,,ml,earthquake,"M 1.5 - 28 km W of Nikiski, Alaska",60.7399,-151.809,72.3,ak0246aq7mqx
1.49,"9 km N of Petrolia, CA",1715852108790,1716473965717,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75007471,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75007471.geojson,,,,,reviewed,0,34,nc,75007471,",nc75007471,",",nc,",",nearby-cities,origin,phase-data,",14.0,0.05077,0.11,117.0,md,earthquake,"M 1.5 - 9 km N of Petrolia, CA",40.4055,-124.286,26.18,nc75007471
